video_id,url,language,thumbnail_found,mean_saturation,mean_luminance,saturation_std,luminance_std,mean_hue,red_ratio,blue_ratio,yellow_ratio,text_overlay,n_text_chars
wpJYpknITk4,https://www.youtube.com/watch?v=wpJYpknITk4,other,1,82.26825629340277,210.41636284722222,74.78141738136725,45.09484595342118,106.53971896701388,0.2500726996527778,0.12930230034722223,0.013578559027777777,,
d2Mh1fceMSw,https://www.youtube.com/watch?v=d2Mh1fceMSw,russian,0,,,,,,,,,,
wZfu-Ouablc,https://www.youtube.com/watch?v=wZfu-Ouablc,other,1,137.057041015625,48.69763888888889,77.78883465996151,70.39806919156835,67.7655295138889,0.01267578125,0.15543077256944443,0.15008355034722223,,
WxDC1vRlA4A,https://www.youtube.com/watch?v=WxDC1vRlA4A,english,1,83.850908203125,141.38693250868056,75.80262842307098,95.33431504691596,70.3476171875,0.1275835503472222,0.300439453125,0.04949652777777778,,
EoXJDYENQFc,https://www.youtube.com/watch?v=EoXJDYENQFc,other,0,,,,,,,,,,
M-QRg__bba4,https://www.youtube.com/watch?v=M-QRg__bba4,russian,1,121.94162977430555,210.88342013888888,86.37457113446804,52.502407917041026,40.248448350694446,0.45633138020833336,0.059654947916666666,0.03825846354166667,,
B82LcqUuaWg,https://www.youtube.com/watch?v=B82LcqUuaWg,english,1,120.55652452256945,207.79287760416668,76.63687680881573,48.43000479250475,93.55086371527777,0.21551323784722223,0.23088975694444444,0.16173936631944444,,
FR-KSUVWtxE,https://www.youtube.com/watch?v=FR-KSUVWtxE,other,1,123.48344907407407,128.50651041666666,86.72234638569763,94.09111628433894,51.85881944444444,0.12664351851851852,0.11847800925925926,0.07314236111111111,,
FdtTlo-74QQ,https://www.youtube.com/watch?v=FdtTlo-74QQ,russian,1,91.22702799479167,221.7297927517361,97.56578101776918,41.2196711313081,49.24138671875,0.3006597222222222,0.07879123263888889,0.03102322048611111,,
Sz8L3Vva7us,https://www.youtube.com/watch?v=Sz8L3Vva7us,russian,0,,,,,,,,,,
-aZS52VTfTY,https://www.youtube.com/watch?v=-aZS52VTfTY,russian,1,111.01644965277778,94.10736219618056,66.16554400075515,68.11286281764066,129.95975043402777,0.315947265625,0.3050086805555556,0.001884765625,,
MFligLn65Rw,https://www.youtube.com/watch?v=MFligLn65Rw,russian,0,,,,,,,,,,
Cn3YmGAobIY,https://www.youtube.com/watch?v=Cn3YmGAobIY,russian,1,68.34442057291666,117.21808810763889,28.91929703136637,65.99967379173553,35.47955620659722,0.7386480034722223,0.0009060329861111111,4.8828125e-05,,
y2EAZrAzbds,https://www.youtube.com/watch?v=y2EAZrAzbds,other,1,59.20439670138889,39.27491753472222,77.67619072020048,70.05667806952664,61.57271701388889,0.12460177951388889,0.2219259982638889,0.0008604600694444444,,
1lc18yqNsWE,https://www.youtube.com/watch?v=1lc18yqNsWE,russian,0,,,,,,,,,,
L2OsW1zOyHs,https://www.youtube.com/watch?v=L2OsW1zOyHs,russian,1,134.76166015625,223.29431532118056,75.23240627616212,47.793509557178,90.91306423611111,0.4309809027777778,0.04435546875,0.033563368055555556,,
nZ1Nczl5gJc,https://www.youtube.com/watch?v=nZ1Nczl5gJc,other,1,112.44908637152778,144.01507486979168,86.6960643564812,87.83902166933797,49.454111328125,0.15864474826388889,0.06306532118055555,0.09359483506944444,,
x5RbMNOlVT4,https://www.youtube.com/watch?v=x5RbMNOlVT4,other,1,82.84981011284722,117.989296875,55.3240549417157,58.1682239451762,42.96032443576389,0.4403211805555556,0.12431423611111111,0.017345920138888887,,
ZMFM4naRtZs,https://www.youtube.com/watch?v=ZMFM4naRtZs,other,0,,,,,,,,,,
wUwZlOkoRow,https://www.youtube.com/watch?v=wUwZlOkoRow,other,1,129.07704282407408,154.51480902777777,49.17736932292768,53.00807012413571,78.19235532407407,0.25224537037037037,0.41140625,0.05908564814814815,,
tN4dVjm4RFM,https://www.youtube.com/watch?v=tN4dVjm4RFM,english,1,27.369359809027777,133.46284613715278,52.661970357579534,98.57431474345923,37.251956380208334,0.05702799479166667,0.015176866319444444,0.001796875,,
WkPAMbitUOw,https://www.youtube.com/watch?v=WkPAMbitUOw,russian,1,76.67152126736111,183.89791341145835,58.23214472247392,62.40671088396249,47.801181640625,0.075908203125,0.0035026041666666665,0.16873589409722223,,
g5rpC4RQs00,https://www.youtube.com/watch?v=g5rpC4RQs00,russian,1,106.91089192708333,200.9997146267361,54.70295916684013,54.59322219706215,101.36406792534723,0.2174728732638889,0.43426106770833334,0.01665473090277778,,
4YPKO4adMgw,https://www.youtube.com/watch?v=4YPKO4adMgw,russian,1,145.73137803819444,100.45859700520833,62.748877305433375,48.07022742326752,104.26936848958333,0.2852918836805556,0.45842122395833335,0.03647026909722222,,
KEm0X_nzT3Q,https://www.youtube.com/watch?v=KEm0X_nzT3Q,russian,1,108.85115885416667,136.55985785590278,84.2001187851381,81.40626968664041,39.77342013888889,0.26884657118055555,0.012101779513888888,0.05162000868055556,,
Ls2UHjVXZIw,https://www.youtube.com/watch?v=Ls2UHjVXZIw,russian,1,104.63648111979167,91.70432291666667,51.00386118268723,65.93291523339083,70.65713758680556,0.466435546875,0.08853081597222222,0.006881510416666667,,
syb8xEvwyuE,https://www.youtube.com/watch?v=syb8xEvwyuE,russian,1,135.57703450520833,113.68123046875,70.47754979343703,72.23369283636004,32.38731987847222,0.4881228298611111,0.033638237847222224,0.15521158854166667,,
Pc_ckek8t6g,https://www.youtube.com/watch?v=Pc_ckek8t6g,russian,1,120.32660373263889,85.45275499131944,58.6789855686253,65.50609277835336,118.34358072916666,0.17915690104166668,0.4231011284722222,4.340277777777778e-06,,
VsAguAGH9WU,https://www.youtube.com/watch?v=VsAguAGH9WU,russian,1,113.43643663194445,97.24800455729167,53.73507565391136,76.1711132713365,65.49174696180556,0.7687999131944444,0.0027842881944444443,0.014437934027777778,,
1e-TMGvNlLg,https://www.youtube.com/watch?v=1e-TMGvNlLg,russian,1,153.54318467881944,212.3373969184028,88.46990428431903,54.39478502511824,63.18192057291667,0.2080056423611111,0.14296115451388888,0.08363606770833333,,
KV68qIrviw8,https://www.youtube.com/watch?v=KV68qIrviw8,russian,1,93.91963758680555,164.625576171875,51.93763218452137,66.80257587712842,79.9697146267361,0.118359375,0.36017252604166666,0.03853407118055555,,
03dNLPAWbtU,https://www.youtube.com/watch?v=03dNLPAWbtU,other,0,,,,,,,,,,
Csc0pH2pVCk,https://www.youtube.com/watch?v=Csc0pH2pVCk,kyrgyz,1,36.40822048611111,86.46373589409723,38.33340773489153,57.1744829790794,51.03349609375,0.09892361111111111,0.0019249131944444444,0.016323784722222224,,
81-zlAQQn24,https://www.youtube.com/watch?v=81-zlAQQn24,russian,0,,,,,,,,,,
pQ9GnDx4Ozk,https://www.youtube.com/watch?v=pQ9GnDx4Ozk,english,1,83.91496744791667,222.7298003472222,77.19708351394395,49.1570983358499,72.43847005208333,0.22333875868055555,0.1409526909722222,0.06542643229166667,,
ypnFe6lljow,https://www.youtube.com/watch?v=ypnFe6lljow,kyrgyz,0,,,,,,,,,,
uCLJuzJTxlE,https://www.youtube.com/watch?v=uCLJuzJTxlE,english,1,84.319921875,160.25825303819445,72.19957970895777,96.09877106477443,60.03747395833334,0.28262586805555556,0.17756618923611112,0.05461371527777778,,
1-PwJz_H9XY,https://www.youtube.com/watch?v=1-PwJz_H9XY,russian,1,71.12659939236111,69.53987196180556,55.82487806335361,61.68330519538781,69.47914388020833,0.16908528645833334,0.3204665798611111,0.0005837673611111111,,
SugN9dT_lGA,https://www.youtube.com/watch?v=SugN9dT_lGA,russian,1,137.70182725694445,107.80770073784723,76.05941379177617,81.20169613255956,31.81916775173611,0.3244097222222222,0.024520399305555555,0.27174913194444444,,
8oXEZcnsVfk,https://www.youtube.com/watch?v=8oXEZcnsVfk,other,1,123.07442274305555,134.60010850694445,91.874179946577,73.87061163577224,58.2046484375,0.282822265625,0.029083116319444446,0.007279730902777778,,
xPnThrKkrMU,https://www.youtube.com/watch?v=xPnThrKkrMU,russian,1,63.324733072916665,145.87403428819445,30.85320941983623,58.640791807432514,62.209697265625,0.6226714409722223,0.002593315972222222,0.03302842881944444,,
Av7ZwOwq3rU,https://www.youtube.com/watch?v=Av7ZwOwq3rU,russian,1,123.423193359375,115.08871961805555,75.29040120139051,81.52599821737718,67.14295030381945,0.11712348090277777,0.1354296875,0.007468532986111111,,
u7Asp5cMmOg,https://www.youtube.com/watch?v=u7Asp5cMmOg,kyrgyz,1,44.32115017361111,81.78280815972222,54.04837617109933,81.71400854640457,57.59461480034722,0.17988606770833335,0.008816189236111112,0.014010416666666666,,
v74vhVyU51I,https://www.youtube.com/watch?v=v74vhVyU51I,english,1,74.95112268518518,90.71159143518518,82.25891806818782,81.17837111816108,34.83791087962963,0.23038773148148148,0.10079282407407407,0.0039178240740740744,,
ojXkYkkeMGo,https://www.youtube.com/watch?v=ojXkYkkeMGo,russian,1,174.5449978298611,31.360206163194444,38.641190982679234,35.850600336518035,115.95819552951389,0.004634331597222222,0.9153917100694444,0.0010091145833333334,,
EHc4QBNH8l4,https://www.youtube.com/watch?v=EHc4QBNH8l4,kyrgyz,1,92.30251844618056,120.16752278645833,51.38110144048384,66.97787451226154,62.91067491319444,0.22009657118055556,0.15422417534722221,0.1501171875,,
7NYFkcKPimk,https://www.youtube.com/watch?v=7NYFkcKPimk,english,0,,,,,,,,,,
DqTM9jNgCtM,https://www.youtube.com/watch?v=DqTM9jNgCtM,kyrgyz,1,160.91710069444446,73.71942129629629,105.33720730249343,60.86784011919771,50.09085648148148,0.5224363425925926,0.16190972222222222,0.0034548611111111112,,
7UKGWCa57QA,https://www.youtube.com/watch?v=7UKGWCa57QA,russian,1,115.91315646701389,85.20521484375,81.59631227942731,65.86665059273473,65.1059103732639,0.16245876736111112,0.03638563368055556,0.08687717013888889,,
UAUrleBWOnk,https://www.youtube.com/watch?v=UAUrleBWOnk,russian,1,214.443095703125,119.95302191840278,40.83164887798975,51.00650720464827,15.905862630208333,0.6455620659722222,0.0018532986111111111,0.18661675347222223,,
z3Fgr1Iz5vY,https://www.youtube.com/watch?v=z3Fgr1Iz5vY,other,1,32.129068287037036,130.9155034722222,57.26280830713662,82.77604306765723,84.5346875,0.07022569444444444,0.037349537037037035,0.0010185185185185184,,
h4Ts21twAi4,https://www.youtube.com/watch?v=h4Ts21twAi4,russian,1,103.41188585069445,217.6097873263889,66.60693340067928,50.77850182433717,65.73073567708333,0.17376627604166667,0.013248697916666666,0.0031174045138888887,,
gtor5_a578c,https://www.youtube.com/watch?v=gtor5_a578c,kyrgyz,1,30.09291449652778,167.30870442708334,21.932777510145158,44.39017643175877,50.382357855902775,0.10893446180555555,0.013603515625,0.0,,
TEsoulPp7_s,https://www.youtube.com/watch?v=TEsoulPp7_s,russian,1,64.85848090277777,148.623955078125,54.690676301739494,73.04969851007539,91.3513650173611,0.07498697916666666,0.15500325520833333,0.002218967013888889,,
QeUsVF95yIQ,https://www.youtube.com/watch?v=QeUsVF95yIQ,russian,1,35.176341145833334,195.0282790798611,37.1825427038723,78.95369975266465,64.54678385416666,0.055333116319444445,0.011420355902777778,0.0116796875,,
veFGGaTj43c,https://www.youtube.com/watch?v=veFGGaTj43c,english,1,86.9718044704861,174.76409830729168,63.23588528571429,88.56781153405174,72.24704752604167,0.35970811631944444,0.03349283854166667,0.009776475694444444,,
h2Y9oIsvq6g,https://www.youtube.com/watch?v=h2Y9oIsvq6g,english,0,,,,,,,,,,
raP0CAW-hDk,https://www.youtube.com/watch?v=raP0CAW-hDk,kyrgyz,1,75.21501193576388,94.02024522569444,65.8529565073701,66.88890603945579,44.93047960069445,0.09209635416666667,0.17271158854166666,0.07173285590277778,,
ozYFZpcKB-U,https://www.youtube.com/watch?v=ozYFZpcKB-U,kyrgyz,1,61.09425998263889,132.5344292534722,68.16661459632876,48.689718846082215,105.47562065972222,0.041803385416666665,0.2183865017361111,0.02151584201388889,,
PakILT9Dqyg,https://www.youtube.com/watch?v=PakILT9Dqyg,english,1,134.52739800347223,215.34352430555555,83.20916464255967,72.06666507785589,64.7489040798611,0.18861545138888888,0.01399631076388889,0.22269422743055556,,
il4SKWC9nL8,https://www.youtube.com/watch?v=il4SKWC9nL8,russian,1,118.48830837673611,159.02829318576389,84.12092495458941,74.89919150485343,70.51658854166666,0.36550347222222224,0.1396213107638889,0.008219401041666666,,
-kbJe8ykXRY,https://www.youtube.com/watch?v=-kbJe8ykXRY,other,1,93.99819118923611,199.39693467881943,96.02368192952642,52.773784465000425,67.28141927083334,0.2998101128472222,0.029845920138888888,0.098037109375,,
7-my5dfXb0E,https://www.youtube.com/watch?v=7-my5dfXb0E,russian,1,88.46113389756944,159.99522894965278,57.5734227016152,70.63463059661362,90.58238172743056,0.16715603298611112,0.060043402777777775,0.015233289930555555,,
Rw2LCyXAZAQ,https://www.youtube.com/watch?v=Rw2LCyXAZAQ,russian,1,68.387744140625,106.91214192708334,54.12501478069937,62.597970229706036,49.90079644097222,0.41619249131944447,0.03950629340277778,0.00841796875,,
5SLGc2NXnjM,https://www.youtube.com/watch?v=5SLGc2NXnjM,other,1,231.91214626736112,92.22860134548611,54.59178459973773,49.02576167296209,147.02727105034722,0.13623480902777776,2.170138888888889e-06,0.003185763888888889,,
hr-X9sEoRzs,https://www.youtube.com/watch?v=hr-X9sEoRzs,russian,1,158.81493706597223,165.78452256944445,80.8468394186486,66.86255749409031,102.94660047743055,0.2516145833333333,0.06299262152777778,0.010203993055555555,,
v0pt13EBxTQ,https://www.youtube.com/watch?v=v0pt13EBxTQ,russian,1,87.33041883680555,66.44854709201388,49.40453943247165,47.063150912139484,51.59553493923611,0.18650065104166666,0.05430772569444445,0.10334309895833334,,
Ic3FfrrH1Gg,https://www.youtube.com/watch?v=Ic3FfrrH1Gg,russian,0,,,,,,,,,,
7ewSMKCoQNY,https://www.youtube.com/watch?v=7ewSMKCoQNY,russian,1,86.219375,164.39093171296295,68.3709649908208,98.31664907864388,74.99372685185185,0.5669618055555555,0.016510416666666666,0.027146990740740742,,
RezrQlMdcLk,https://www.youtube.com/watch?v=RezrQlMdcLk,russian,1,48.40881944444445,118.39099537037038,72.94690878249128,107.00610381919711,27.034126157407407,0.22388310185185184,0.04951388888888889,0.01373263888888889,,
bfDMckLHjHs,https://www.youtube.com/watch?v=bfDMckLHjHs,other,1,104.36007486979166,195.25474500868054,77.6643081692347,45.21343423304055,56.42823133680555,0.3887087673611111,0.034237196180555554,0.019769965277777777,,
p5ekZtG17v0,https://www.youtube.com/watch?v=p5ekZtG17v0,russian,0,,,,,,,,,,
QmFIF8wVUg4,https://www.youtube.com/watch?v=QmFIF8wVUg4,russian,1,64.84028356481481,103.20631944444445,84.16384665882575,88.52313539079191,39.67726851851852,0.2265798611111111,0.10418402777777777,0.0036689814814814814,,
AcuUeGR25Ig,https://www.youtube.com/watch?v=AcuUeGR25Ig,kyrgyz,1,97.14894097222222,159.54130316840278,55.72122051767312,62.67153554018718,115.0507931857639,0.15299479166666666,0.35331488715277776,0.0008930121527777777,,
IfdWt3WiWGo,https://www.youtube.com/watch?v=IfdWt3WiWGo,other,1,116.68524197048612,171.39286241319445,87.287704276094,81.19583478628482,65.704951171875,0.39887044270833333,0.07818467881944445,0.05370442708333333,,
5VEHMMvUuxE,https://www.youtube.com/watch?v=5VEHMMvUuxE,english,1,67.379462890625,126.31872721354166,53.08764771327578,75.5920982605349,14.07262478298611,0.19596571180555555,0.0015733506944444445,0.018287760416666667,,
0Gi9ldAzfEU,https://www.youtube.com/watch?v=0Gi9ldAzfEU,russian,1,71.73648328993056,83.85391167534722,64.24027136781513,65.90575748589755,44.644428168402776,0.09871419270833333,0.007007378472222222,0.07047743055555555,,
ZXh9402ezj4,https://www.youtube.com/watch?v=ZXh9402ezj4,english,1,70.16309895833334,90.16492513020833,8.317223508449969,44.6578519948834,148.62951931423612,0.0028624131944444443,0.00018771701388888888,0.0,,
nUNIDnjfNk0,https://www.youtube.com/watch?v=nUNIDnjfNk0,russian,0,,,,,,,,,,
4Z_vkz9shjQ,https://www.youtube.com/watch?v=4Z_vkz9shjQ,other,1,69.12759223090278,146.82992078993055,53.29571369704905,57.17034850128591,74.70982204861112,0.1982009548611111,0.1020236545138889,0.0062977430555555556,,
HwK6uUhqHnE,https://www.youtube.com/watch?v=HwK6uUhqHnE,russian,1,39.88802734375,206.60990885416666,53.109026408724425,48.01340894242922,32.836002604166666,0.1873513454861111,0.010731336805555556,0.0026161024305555555,,
1SA-jiYGr08,https://www.youtube.com/watch?v=1SA-jiYGr08,russian,1,202.741240234375,145.74890082465276,67.59719182514793,73.58416025767642,77.72425021701389,0.4333897569444444,0.12040256076388889,0.011065538194444445,,
6b5HzP1QvOU,https://www.youtube.com/watch?v=6b5HzP1QvOU,kyrgyz,1,74.190361328125,144.26432183159721,43.37727878084418,60.37219345963279,51.04459309895833,0.39673936631944445,0.018427734375,0.003934461805555556,,
PzNmPQQRW8E,https://www.youtube.com/watch?v=PzNmPQQRW8E,russian,1,128.0521017795139,200.13761284722221,94.40036204484585,77.32024987674892,59.205396050347225,0.21041015625,0.048636067708333335,0.2578927951388889,,
e04GvSL1lcQ,https://www.youtube.com/watch?v=e04GvSL1lcQ,russian,1,109.27358181423611,139.43033854166666,46.9453627919706,63.76156706518128,83.320986328125,0.3131781684027778,0.4232953559027778,0.03794487847222222,,
PY_ZKrq1R5E,https://www.youtube.com/watch?v=PY_ZKrq1R5E,russian,1,144.61366536458334,60.59486219618056,65.15827788859306,71.00282736472725,98.81373914930556,0.42762803819444445,0.252548828125,0.0034939236111111113,,
ciJZN2UZODc,https://www.youtube.com/watch?v=ciJZN2UZODc,russian,1,96.546015625,104.49941189236111,75.7464883944466,62.705225210913255,57.22126085069444,0.41703016493055556,0.1868695746527778,0.030831163194444445,,
L6jQaoQxgIY,https://www.youtube.com/watch?v=L6jQaoQxgIY,russian,1,110.25675238715277,157.78091145833332,75.02093477701804,56.77500956919725,68.3635427517361,0.32851671006944444,0.22228515625,0.02495876736111111,,
dFlb0T6kzk0,https://www.youtube.com/watch?v=dFlb0T6kzk0,russian,1,114.98681966145833,180.82519856770833,77.44496306082289,71.56549515364235,83.83043185763889,0.06635199652777778,0.21933485243055556,0.21092881944444444,,
hfizWQ1RnOw,https://www.youtube.com/watch?v=hfizWQ1RnOw,russian,1,50.54819444444445,117.24674189814814,69.35578832408137,102.33462767983711,34.08053819444444,0.19604166666666667,0.024033564814814813,0.018975694444444444,,
pW-iNI8Wg_A,https://www.youtube.com/watch?v=pW-iNI8Wg_A,english,1,164.08866753472222,142.13439995659724,77.02091924503067,98.23212063547388,63.96717122395833,0.5503819444444444,0.3537196180555556,0.00879665798611111,,
68X1a2Sz8ec,https://www.youtube.com/watch?v=68X1a2Sz8ec,russian,0,,,,,,,,,,
Lp1XgMMwpx4,https://www.youtube.com/watch?v=Lp1XgMMwpx4,russian,1,83.579716796875,193.54331705729166,53.23868792705265,55.08848714326108,55.75601236979167,0.486982421875,0.0030588107638888887,0.04324435763888889,,
